review,sentiment,sentiment_score,bert_sentiment,bert_score,rating,bank,themes
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",Negative,0.27499999999999997,POSITIVE,0.9939066767692566,2,Commercial Bank of Ethiopia,['Feature Requests']
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,Positive,0.4,NEGATIVE,0.947411835193634,4,Commercial Bank of Ethiopia,['Feature Requests']
customer service is bad nothing is good about this bank,Negative,5.551115123125783e-17,NEGATIVE,0.9996613264083862,1,Commercial Bank of Ethiopia,['Other']
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,Positive,0.6000000000000001,NEGATIVE,0.992915153503418,5,Commercial Bank of Ethiopia,['Other']
fast and simple easy to use 👌,Positive,0.2111111111111111,POSITIVE,0.9984942674636841,5,Commercial Bank of Ethiopia,['Other']
The fastest transferring app I ever had its so reliable,Positive,0.0,POSITIVE,0.9844427704811096,5,Commercial Bank of Ethiopia,['Transaction Issues']
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",Neutral,0.0,NEGATIVE,0.9986681938171387,3,Commercial Bank of Ethiopia,['Transaction Issues']
it's easy and fast,Positive,0.31666666666666665,POSITIVE,0.9995684027671814,5,Commercial Bank of Ethiopia,['Other']
This app don't have self activation only you have to look near cbe branch that's disgusting,Negative,-0.3,NEGATIVE,0.9960438013076782,1,Commercial Bank of Ethiopia,['Other']
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,Positive,0.30000000000000004,POSITIVE,0.999572217464447,5,Commercial Bank of Ethiopia,['Other']
wow best application ever,Positive,0.55,POSITIVE,0.9997984766960144,5,Commercial Bank of Ethiopia,['Other']
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",Negative,-0.26666666666666666,NEGATIVE,0.9997019171714783,1,Commercial Bank of Ethiopia,['Other']
the pride of Ethiopian bank 🏦,Positive,0.0,POSITIVE,0.999118983745575,5,Commercial Bank of Ethiopia,['Other']
why the app telling me to turn of developer options please fix it.,Negative,0.0,NEGATIVE,0.9990994930267334,1,Commercial Bank of Ethiopia,['Feature Requests']
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,Positive,0.375,POSITIVE,0.9976927042007446,5,Commercial Bank of Ethiopia,['Transaction Issues']
amazing apps,Positive,0.6000000000000001,POSITIVE,0.9998716115951538,5,Commercial Bank of Ethiopia,['Other']
All service of Mobile Banking,Positive,0.0,POSITIVE,0.8924251198768616,5,Commercial Bank of Ethiopia,['Other']
needs improvement,Negative,0.0,NEGATIVE,0.9966731071472168,1,Commercial Bank of Ethiopia,['Other']
i miss the old one i couldn't send my mony to other bank..,Negative,-0.012499999999999997,NEGATIVE,0.995843231678009,1,Commercial Bank of Ethiopia,['Other']
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,Positive,0.42976190476190484,NEGATIVE,0.9984410405158997,2,Commercial Bank of Ethiopia,['Transaction Issues']
good but these week not oky,Positive,0.7,NEGATIVE,0.955415666103363,4,Commercial Bank of Ethiopia,['Other']
well designed! Fixing bugs & two step verification with biometric... simply it's great!,Positive,1.0,POSITIVE,0.9998049139976501,5,Commercial Bank of Ethiopia,['Other']
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,Negative,0.39999999999999997,NEGATIVE,0.9975224137306213,1,Commercial Bank of Ethiopia,['Other']
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",Positive,0.39166666666666666,POSITIVE,0.8991119265556335,5,Commercial Bank of Ethiopia,['Transaction Issues']
CBE mobilr bankg,Positive,0.0,POSITIVE,0.8703056573867798,5,Commercial Bank of Ethiopia,['Other']
verygood,Neutral,0.0,POSITIVE,0.9988996982574463,3,Commercial Bank of Ethiopia,['Other']
ممتاز جدا,Positive,0.0,NEGATIVE,0.8031745553016663,5,Commercial Bank of Ethiopia,['Other']
it's very low quality application,Negative,0.0,NEGATIVE,0.9996594190597534,1,Commercial Bank of Ethiopia,['Other']
Very Amazing Apps,Positive,0.7800000000000001,POSITIVE,0.9998774528503418,5,Commercial Bank of Ethiopia,['Other']
አዛ,Neutral,,NEGATIVE,0.6970565915107727,1,Commercial Bank of Ethiopia,['Other']
wow simple life,Positive,0.05,POSITIVE,0.9997076392173767,5,Commercial Bank of Ethiopia,['Other']
it's nice,Positive,0.6,POSITIVE,0.9998672008514404,5,Commercial Bank of Ethiopia,['Other']
Why stacked sometimes,Positive,0.0,NEGATIVE,0.9941052198410034,5,Commercial Bank of Ethiopia,['Other']
okay 👍 but sometimes busy,Negative,0.3,NEGATIVE,0.8515542149543762,1,Commercial Bank of Ethiopia,['Other']
the worst commercial company that fails to do even the most normal things again and and again.,Negative,-0.16999999999999998,NEGATIVE,0.9997990727424622,1,Commercial Bank of Ethiopia,['Other']
Very good app. but disappointed by general cessation of system.,Positive,0.06999999999999998,NEGATIVE,0.9981188178062439,5,Commercial Bank of Ethiopia,['Other']
Good and fast,Positive,0.44999999999999996,POSITIVE,0.9998561143875122,5,Commercial Bank of Ethiopia,['Other']
Unreliable!,Negative,0.0,NEGATIVE,0.9997379183769226,1,Commercial Bank of Ethiopia,['Other']
Best the best fast,Positive,0.7333333333333334,POSITIVE,0.9998427629470825,5,Commercial Bank of Ethiopia,['Other']
happy,Positive,0.8,POSITIVE,0.9998753070831299,5,Commercial Bank of Ethiopia,['Other']
fast and reliable,Positive,0.2,POSITIVE,0.9998595714569092,5,Commercial Bank of Ethiopia,['Other']
network errorrrrrr,Negative,0.0,NEGATIVE,0.9978076815605164,2,Commercial Bank of Ethiopia,['Other']
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,Positive,0.675,NEGATIVE,0.9982808828353882,4,Commercial Bank of Ethiopia,"['Transaction Issues', 'Feature Requests']"
its good and simple to use,Positive,0.35,POSITIVE,0.9998610019683838,5,Commercial Bank of Ethiopia,['Other']
worest app like that bank for security and network access,Negative,0.0,NEGATIVE,0.9927296042442322,1,Commercial Bank of Ethiopia,['Other']
it's the best app i,Positive,1.0,POSITIVE,0.999834418296814,5,Commercial Bank of Ethiopia,['Other']
not bad not good,Negative,-2.7755575615628914e-17,NEGATIVE,0.9715350866317749,1,Commercial Bank of Ethiopia,['Other']
its very nice,Positive,0.78,POSITIVE,0.9998526573181152,5,Commercial Bank of Ethiopia,['Other']
do not work this week,Neutral,0.0,NEGATIVE,0.9977602958679199,3,Commercial Bank of Ethiopia,['Other']
It crashes frequently,Positive,0.1,NEGATIVE,0.9993256330490112,4,Commercial Bank of Ethiopia,['Performance']
the best,Positive,1.0,POSITIVE,0.9998332262039185,5,Commercial Bank of Ethiopia,['Other']
"I can simply describe this app as ""Making all your work easier"".",Positive,0.0,POSITIVE,0.8382593393325806,5,Commercial Bank of Ethiopia,['Other']
goid,Positive,0.0,NEGATIVE,0.7086994647979736,5,Commercial Bank of Ethiopia,['Other']
best appearance,Positive,1.0,POSITIVE,0.9996986389160156,5,Commercial Bank of Ethiopia,['Other']
it's very good 👍 app,Positive,0.9099999999999999,POSITIVE,0.999859094619751,5,Commercial Bank of Ethiopia,['Other']
I need support you,Positive,0.0,NEGATIVE,0.9881443977355957,5,Commercial Bank of Ethiopia,['Feature Requests']
the worst Mobile banking i have ever seen in my life,Negative,-1.0,NEGATIVE,0.9997807145118713,1,Commercial Bank of Ethiopia,['Other']
super,Positive,0.3333333333333333,POSITIVE,0.998783528804779,5,Commercial Bank of Ethiopia,['Other']
ጠጀጨገጀ።ጀገ,Neutral,,NEGATIVE,0.8337252736091614,5,Commercial Bank of Ethiopia,['Other']
i like the app,Positive,0.0,POSITIVE,0.9994398951530457,5,Commercial Bank of Ethiopia,['Other']
the Best,Positive,1.0,POSITIVE,0.9998332262039185,1,Commercial Bank of Ethiopia,['Other']
to other bank is bad,Negative,-0.4124999999999999,NEGATIVE,0.9997149109840393,1,Commercial Bank of Ethiopia,['Other']
tank's,Positive,0.0,NEGATIVE,0.9855976700782776,5,Commercial Bank of Ethiopia,['Other']
its good but add more features such like. bank statement showing,Positive,0.39999999999999997,POSITIVE,0.9881665110588074,5,Commercial Bank of Ethiopia,['Feature Requests']
it is so nice,Positive,0.6,POSITIVE,0.9998714923858643,5,Commercial Bank of Ethiopia,['Other']
Very Good👍,Positive,0.2,POSITIVE,0.8243637084960938,5,Commercial Bank of Ethiopia,['Other']
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",Negative,0.04666666666666667,NEGATIVE,0.9995972514152527,2,Commercial Bank of Ethiopia,['Transaction Issues']
"wow, amazing app",Positive,0.35000000000000003,POSITIVE,0.9998503923416138,5,Commercial Bank of Ethiopia,['Other']
use ful,Positive,0.0,NEGATIVE,0.9949980974197388,5,Commercial Bank of Ethiopia,['Other']
Great app,Positive,0.8,POSITIVE,0.999821126461029,5,Commercial Bank of Ethiopia,['Other']
well app,Positive,0.0,POSITIVE,0.9993765950202942,5,Commercial Bank of Ethiopia,['Other']
Actually it is inactive,Positive,0.0,NEGATIVE,0.9996483325958252,4,Commercial Bank of Ethiopia,['Other']
"slow, only one account is used",Negative,-0.15000000000000002,NEGATIVE,0.9997527003288269,2,Commercial Bank of Ethiopia,['Performance']
always CBE is the leading Commercial Bank💪💪💪,Positive,0.0,POSITIVE,0.9975135326385498,5,Commercial Bank of Ethiopia,['Other']
i like it,Positive,0.0,POSITIVE,0.9998593330383301,5,Commercial Bank of Ethiopia,['Other']
why removing screenshot feature why?,Negative,0.0,NEGATIVE,0.9981147050857544,1,Commercial Bank of Ethiopia,['Feature Requests']
nice apps where network is good in connection,Positive,0.6499999999999999,POSITIVE,0.9994925260543823,5,Commercial Bank of Ethiopia,['Other']
Thank you!!!,Positive,0.0,POSITIVE,0.9998666048049927,5,Commercial Bank of Ethiopia,['Other']
i can't take screenshot,Negative,0.0,NEGATIVE,0.9897894263267517,1,Commercial Bank of Ethiopia,['Other']
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",Neutral,0.2847222222222222,NEGATIVE,0.9861215949058533,3,Commercial Bank of Ethiopia,['Feature Requests']
perfectly special,Positive,0.35714285714285715,POSITIVE,0.999879002571106,5,Commercial Bank of Ethiopia,['Other']
Fast and Reliable,Positive,0.2,POSITIVE,0.9998595714569092,5,Commercial Bank of Ethiopia,['Other']
The best application I have ever seen in Ethiopia banking industry.,Positive,1.0,POSITIVE,0.9997448325157166,5,Commercial Bank of Ethiopia,['Other']
great app!!!,Positive,1.0,POSITIVE,0.9998501539230347,5,Commercial Bank of Ethiopia,['Other']
because sometimes it doesn't working it load too much,Neutral,0.2,NEGATIVE,0.9911932349205017,3,Commercial Bank of Ethiopia,['Other']
"Absolutely the best app! It works flawlessly, anytime and anywhere.",Positive,0.7333333333333334,POSITIVE,0.9998784065246582,5,Commercial Bank of Ethiopia,['Other']
very nice app ever!!!,Positive,1.0,POSITIVE,0.999826967716217,5,Commercial Bank of Ethiopia,['Other']
